timestamp,latitude,longitude,altitude,satellites,speed,heading,hdop,pm1_standard,pm25_standard,pm10_standard,particles_03um,particles_05um,particles_10um,particles_25um,particles_50um,particles_100um,bme_temperature_c,bme_humidity_percent,bme_pressure_hpa,bme_gas_resistance_ohms,no2_voltage_v,co_voltage_v,h2s_voltage_v
2025-09-02T08:40:30,51.791052,-3.967649,85.30,10,0.06,0.00,0.86,0,0,0,0,0,0,102,28,0,20.84,51.50,992.10,153660,0.2840,0.5020,0.4320
2025-09-02T08:40:31,51.791051,-3.967648,85.30,10,0.04,0.00,0.86,0,0,0,0,0,0,102,28,0,20.84,51.49,992.09,153377,0.2840,0.5220,0.4460
2025-09-02T08:40:32,51.791051,-3.967648,85.30,10,0.00,0.00,0.86,0,0,1,0,0,1,132,38,2,20.84,51.49,992.09,153236,0.2840,0.5220,0.4360
2025-09-02T08:40:33,51.791050,-3.967648,85.30,10,0.02,0.00,0.86,0,0,1,0,0,1,132,38,2,20.84,51.49,992.09,153660,0.2840,0.5040,0.4140
2025-09-02T08:40:34,51.791050,-3.967648,85.40,10,0.02,0.00,0.86,0,0,0,0,0,0,96,26,2,20.84,51.49,992.09,153660,0.2840,0.5100,0.4520
2025-09-02T08:40:35,51.791050,-3.967648,85.40,10,0.07,0.00,0.86,0,0,0,0,0,0,84,22,2,20.84,51.49,992.09,153377,0.2840,0.5180,0.4140
2025-09-02T08:40:36,51.791050,-3.967648,85.40,10,0.02,0.00,0.86,0,0,0,0,0,0,84,22,2,20.85,51.47,992.09,153518,0.2840,0.5240,0.4380
2025-09-02T08:40:37,51.791049,-3.967648,85.40,10,0.00,0.00,0.86,0,0,0,0,0,0,90,26,2,20.85,51.48,992.09,153660,0.2840,0.5280,0.4140
2025-09-02T08:40:38,51.791049,-3.967648,85.50,10,0.02,0.00,0.86,0,0,1,0,0,1,90,26,2,20.85,51.48,992.10,153096,0.2840,0.5160,0.4400
2025-09-02T08:40:39,51.791049,-3.967648,85.50,10,0.02,0.00,0.86,0,0,1,0,0,1,90,26,2,20.85,51.48,992.09,153518,0.2840,0.5020,0.4140
