timestamp,latitude,longitude,altitude,satellites,speed,heading,hdop,pm1_standard,pm25_standard,pm10_standard,particles_03um,particles_05um,particles_10um,particles_25um,particles_50um,particles_100um,bme_temperature_c,bme_humidity_percent,bme_pressure_hpa,bme_gas_resistance_ohms,no2_voltage_v,co_voltage_v,h2s_voltage_v
2025-09-01T13:30:18,51.623196,-3.864030,9.20,9,63.26,76.95,1.22,0,0,0,0,0,0,132,44,12,33.33,40.86,1001.62,65476,0.2840,1.0420,0.5260
2025-09-01T13:30:19,51.623232,-3.863785,9.20,9,62.60,76.71,1.38,0,0,0,0,0,0,132,44,12,33.32,40.84,1001.59,65424,0.2840,1.0320,0.5360
2025-09-01T13:30:20,51.623268,-3.863540,9.20,8,62.49,76.49,1.21,0,0,0,0,0,0,138,46,14,33.32,40.78,1001.56,65734,0.2840,1.0420,0.5180
2025-09-01T13:30:21,51.623305,-3.863296,9.30,8,62.56,76.54,1.21,0,0,0,0,0,0,138,46,14,33.31,40.74,1001.55,66308,0.2840,1.0420,0.5400
2025-09-01T13:30:22,51.623342,-3.863055,9.20,8,61.23,76.33,1.21,0,0,0,0,0,0,150,50,14,33.31,40.71,1001.55,66150,0.2840,1.0160,0.5180
2025-09-01T13:30:23,51.623377,-3.862819,9.10,8,60.30,76.53,1.21,0,0,1,0,0,1,132,44,14,33.30,40.71,1001.59,66203,0.2840,0.9940,0.5280
2025-09-01T13:30:24,51.623411,-3.862585,9.20,8,59.95,76.61,1.21,0,0,1,0,0,1,132,44,14,33.30,40.69,1001.60,66467,0.2840,0.9920,0.5200
2025-09-01T13:30:25,51.623447,-3.862351,9.20,8,59.89,76.28,1.22,0,0,3,0,0,3,156,52,18,33.30,40.67,1001.57,66679,0.2840,1.0100,0.5180
2025-09-01T13:30:26,51.623483,-3.862120,9.40,8,59.08,76.48,1.22,0,0,3,0,0,3,156,52,18,33.29,40.66,1001.58,67108,0.2840,0.9940,0.5440
2025-09-01T13:30:27,51.623517,-3.861893,9.50,7,58.04,76.04,1.38,0,0,3,0,0,3,180,60,18,33.29,40.65,1001.57,67270,0.2840,1.0060,0.5480
2025-09-01T13:30:28,51.623555,-3.861668,9.40,7,57.76,75.89,1.38,0,0,3,0,0,3,180,60,18,33.29,40.67,1001.61,67652,0.2840,0.9920,0.5280
2025-09-01T13:30:29,51.623589,-3.861445,9.30,7,57.37,76.18,1.38,0,0,3,0,0,3,168,56,16,33.28,40.69,1001.63,68150,0.2840,0.9700,0.5200
2025-09-01T13:30:30,51.623625,-3.861221,9.30,7,57.62,76.14,1.38,0,0,5,0,0,5,168,56,18,33.28,40.66,1001.65,68429,0.2840,0.9880,0.5180
2025-09-01T13:30:31,51.623659,-3.860998,9.20,7,57.04,76.35,1.38,0,0,5,0,0,5,168,56,18,33.28,40.67,1001.68,68150,0.2840,0.9660,0.5280
2025-09-01T13:30:32,51.623692,-3.860780,9.20,7,55.37,76.55,1.38,0,0,5,0,0,5,186,62,18,33.28,40.73,1001.67,68541,0.2840,0.9700,0.5200
