timestamp,latitude,longitude,altitude,satellites,speed,heading,hdop,pm1_standard,pm25_standard,pm10_standard,particles_03um,particles_05um,particles_10um,particles_25um,particles_50um,particles_100um,bme_temperature_c,bme_humidity_percent,bme_pressure_hpa,bme_gas_resistance_ohms,no2_voltage_v,co_voltage_v,h2s_voltage_v
2025-09-25T07:55:54,51.791653,-3.969321,78.70,10,23.32,294.24,0.92,2,2,2,2,2,2,378,116,2,14.90,52.02,1020.44,195115,0.2840,0.6240,0.5100
2025-09-25T07:55:55,51.791682,-3.969407,77.90,10,24.59,298.73,0.92,1,1,1,1,1,1,342,106,0,14.87,52.05,1020.47,195930,0.2840,0.6420,0.5200
2025-09-25T07:55:56,51.791713,-3.969496,77.40,10,25.80,299.46,0.92,1,1,1,1,1,1,342,106,0,14.85,52.11,1020.52,196753,0.2840,0.6080,0.5140
2025-09-25T07:55:57,51.791747,-3.969589,76.50,10,27.43,299.62,0.92,1,1,1,1,1,1,354,112,0,14.83,52.16,1020.56,197820,0.2840,0.6000,0.5020
2025-09-25T07:55:58,51.791782,-3.969688,75.70,10,28.93,300.10,0.92,1,1,1,1,1,1,300,96,0,14.81,52.22,1020.61,197820,0.2840,0.6080,0.5000
2025-09-25T07:55:59,51.791821,-3.969790,75.10,10,29.69,301.26,0.92,1,1,1,1,1,1,300,96,0,14.80,52.28,1020.66,199383,0.2840,0.5960,0.5020
2025-09-25T07:56:00,51.791861,-3.969894,74.50,10,30.35,301.77,0.92,1,1,3,1,1,3,336,106,4,14.78,52.33,1020.72,198900,0.2840,0.6120,0.5020
2025-09-25T07:56:01,51.791902,-3.969998,73.70,10,30.91,302.96,0.92,1,1,3,1,1,3,336,106,4,14.77,52.39,1020.79,199991,0.2840,0.6200,0.4820
2025-09-25T07:56:02,51.791948,-3.970101,73.40,10,31.35,306.49,0.92,1,1,3,1,1,3,306,96,4,14.75,52.44,1020.84,199383,0.2840,0.6120,0.5160
2025-09-25T07:56:03,51.791998,-3.970199,73.30,10,31.26,310.84,0.92,1,1,3,1,1,3,336,108,4,14.74,52.49,1020.91,200357,0.2840,0.5780,0.5020
2025-09-25T07:56:04,51.792051,-3.970287,72.60,10,31.37,315.03,0.92,1,1,3,1,1,3,336,108,4,14.72,52.54,1020.97,201094,0.2840,0.5640,0.4900
2025-09-25T07:56:05,51.792109,-3.970372,72.00,10,31.61,318.20,0.92,1,1,3,1,1,3,318,104,4,14.70,52.62,1021.03,200235,0.2840,0.5900,0.5180
2025-09-25T07:56:06,51.792168,-3.970456,71.60,10,30.85,318.53,0.92,1,1,3,1,1,3,318,104,4,14.67,52.68,1021.09,201960,0.2840,0.5520,0.5180
2025-09-25T07:56:07,51.792221,-3.970534,71.20,10,28.30,317.97,0.92,1,1,3,1,1,3,342,112,4,14.65,52.73,1021.16,203211,0.2840,0.5740,0.5280
2025-09-25T07:56:08,51.792264,-3.970610,70.80,10,24.50,311.51,0.92,1,1,3,1,1,3,342,112,4,14.63,52.79,1021.22,203716,0.2840,0.5640,0.5360
2025-09-25T07:56:09,51.792293,-3.970686,70.90,10,21.46,301.90,0.92,2,2,3,2,2,3,348,114,4,14.61,52.86,1021.29,203969,0.2840,0.5680,0.5100
2025-09-25T07:56:10,51.792299,-3.970754,70.90,10,15.96,278.67,0.92,1,1,3,1,1,3,324,106,4,14.58,52.91,1021.33,205631,0.2840,0.5540,0.5020
2025-09-25T07:56:11,51.792291,-3.970800,70.50,10,9.85,264.01,0.92,1,1,3,1,1,3,324,106,4,14.56,52.97,1021.38,204350,0.2840,0.5540,0.4920
2025-09-25T07:56:12,51.792281,-3.970826,70.90,10,5.83,252.78,0.92,1,1,3,1,1,3,342,112,4,14.54,53.04,1021.43,206407,0.2840,0.5960,0.4920
2025-09-25T07:56:13,51.792269,-3.970844,70.40,9,7.22,234.45,1.14,1,1,3,1,1,3,342,112,4,14.53,53.11,1021.44,206277,0.2840,0.5640,0.5180
2025-09-25T07:56:14,51.792247,-3.970861,70.60,10,10.20,206.22,0.92,1,1,3,1,1,3,336,110,6,14.52,53.17,1021.44,207451,0.2840,0.5500,0.4880
2025-09-25T07:56:15,51.792216,-3.970866,71.20,10,12.61,187.62,0.92,2,2,4,2,2,4,360,118,8,14.50,53.21,1021.42,206407,0.2840,0.5520,0.5360
2025-09-25T07:56:16,51.792182,-3.970849,72.40,10,14.70,172.32,0.92,2,2,4,2,2,4,360,118,8,14.49,53.26,1021.40,207451,0.2840,0.5720,0.5020
2025-09-25T07:56:17,51.792147,-3.970831,73.10,10,14.11,168.99,0.92,1,2,2,1,2,2,318,106,4,14.48,53.32,1021.38,207714,0.2840,0.5540,0.5240
2025-09-25T07:56:18,51.792105,-3.970797,72.80,10,17.43,154.76,0.92,1,2,2,1,2,2,318,106,4,14.46,53.37,1021.34,206797,0.2840,0.5640,0.5160
2025-09-25T07:56:19,51.792062,-3.970758,71.30,10,18.96,151.79,0.92,0,0,0,0,0,0,318,106,4,14.45,53.45,1021.30,208904,0.2840,0.5440,0.5100
2025-09-25T07:56:20,51.792015,-3.970724,71.40,10,21.41,154.07,0.92,0,1,1,0,1,1,318,106,10,14.44,53.50,1021.24,207845,0.2840,0.5180,0.4760
2025-09-25T07:56:21,51.791963,-3.970678,70.80,10,24.46,152.17,0.92,0,1,1,0,1,1,318,106,10,14.42,53.56,1021.16,209705,0.2840,0.5440,0.4820
2025-09-25T07:56:22,51.791901,-3.970628,71.80,10,28.48,152.91,0.92,1,2,2,1,2,2,318,106,10,14.41,53.61,1021.08,207189,0.2840,0.5380,0.5140
2025-09-25T07:56:23,51.791829,-3.970569,72.00,10,33.43,153.63,0.92,1,2,2,1,2,2,318,106,10,14.40,53.67,1020.97,207845,0.2840,0.5460,0.4920
2025-09-25T07:56:24,51.791748,-3.970513,72.70,10,35.82,155.56,0.92,1,2,2,1,2,2,324,106,12,14.38,53.71,1020.88,209304,0.2840,0.5180,0.5080
2025-09-25T07:56:25,51.791669,-3.970463,73.50,10,33.06,157.02,0.92,1,2,2,1,2,2,324,106,12,14.37,53.77,1020.80,209170,0.2840,0.5440,0.4980
