timestamp,latitude,longitude,altitude,satellites,speed,heading,hdop,pm1_standard,pm25_standard,pm10_standard,particles_03um,particles_05um,particles_10um,particles_25um,particles_50um,particles_100um,bme_temperature_c,bme_humidity_percent,bme_pressure_hpa,bme_gas_resistance_ohms,no2_voltage_v,co_voltage_v,h2s_voltage_v
2025-09-08T07:16:35,51.790850,-3.970342,78.20,9,37.85,188.93,0.98,0,0,0,0,0,0,174,54,2,17.77,57.69,1006.71,181385,0.2840,0.4660,0.4560
2025-09-08T07:16:36,51.790752,-3.970380,78.80,9,39.61,194.74,0.92,0,0,0,0,0,0,186,58,2,17.76,57.67,1006.67,182976,0.2840,0.4700,0.4400
2025-09-08T07:16:37,51.790657,-3.970429,79.10,9,39.10,198.40,0.92,0,0,0,0,0,0,186,58,2,17.75,57.66,1006.63,182576,0.2840,0.4660,0.4620
2025-09-08T07:16:38,51.790566,-3.970488,79.00,9,38.58,201.88,0.92,0,0,0,0,0,0,180,56,2,17.74,57.63,1006.62,183177,0.2840,0.4700,0.4400
2025-09-08T07:16:39,51.790476,-3.970553,78.90,8,39.17,204.69,0.98,0,0,0,0,0,0,180,56,2,17.73,57.63,1006.62,181979,0.2840,0.4660,0.4120
2025-09-08T07:16:40,51.790391,-3.970625,79.20,8,38.93,207.89,0.98,0,0,0,0,0,0,162,50,2,17.71,57.59,1006.66,183580,0.2840,0.4740,0.4560
2025-09-08T07:16:41,51.790308,-3.970702,79.00,9,37.97,210.59,0.92,0,0,0,0,0,0,168,52,2,17.70,57.58,1006.68,183177,0.2840,0.4660,0.4400
2025-09-08T07:16:42,51.790231,-3.970784,79.30,9,37.85,212.77,0.92,0,0,0,0,0,0,168,52,2,17.70,57.57,1006.71,184392,0.2840,0.4680,0.4400
2025-09-08T07:16:43,51.790149,-3.970866,79.30,9,38.82,211.65,0.92,0,0,0,0,0,0,144,46,2,17.69,57.58,1006.75,183177,0.2840,0.4580,0.4580
2025-09-08T07:16:44,51.790070,-3.970940,79.60,9,36.35,208.68,0.92,0,0,0,0,0,0,144,46,2,17.68,57.63,1006.77,183177,0.2840,0.4680,0.4600
2025-09-08T07:16:45,51.789989,-3.971010,79.70,9,36.26,207.57,0.92,0,1,1,0,1,1,174,58,4,17.67,57.66,1006.80,182576,0.2840,0.4660,0.4340
2025-09-08T07:16:46,51.789910,-3.971072,79.70,9,33.97,205.25,0.92,0,1,1,0,1,1,174,58,4,17.67,57.73,1006.85,182377,0.2840,0.4700,0.4600
2025-09-08T07:16:47,51.789835,-3.971122,79.10,8,31.30,201.82,0.98,1,1,1,1,1,1,186,62,4,17.66,57.79,1006.90,182377,0.2840,0.4840,0.4460
2025-09-08T07:16:48,51.789762,-3.971166,79.20,8,30.39,198.85,0.98,1,1,1,1,1,1,222,74,4,17.65,57.86,1006.98,182377,0.2840,0.4640,0.4400
2025-09-08T07:16:49,51.789702,-3.971195,79.20,9,23.41,196.78,0.92,1,1,1,1,1,1,222,74,4,17.64,57.90,1007.03,182976,0.2840,0.4480,0.4400
2025-09-08T07:16:50,51.789648,-3.971227,78.50,9,21.59,200.14,0.92,1,1,1,1,1,1,198,66,4,17.63,57.95,1007.09,184188,0.2840,0.4680,0.4420
2025-09-08T07:16:51,51.789594,-3.971261,77.90,9,22.00,202.78,0.92,1,1,1,1,1,1,198,66,4,17.62,58.00,1007.13,182377,0.2840,0.4640,0.4480
2025-09-08T07:16:52,51.789541,-3.971292,77.40,9,22.65,199.25,0.92,0,1,1,0,1,1,168,54,4,17.61,58.06,1007.18,183985,0.2840,0.4740,0.4340
2025-09-08T07:16:53,51.789479,-3.971317,76.60,9,25.34,193.25,0.92,0,1,1,0,1,1,162,52,4,17.60,58.12,1007.22,182177,0.2840,0.4680,0.4380
2025-09-08T07:16:54,51.789415,-3.971335,76.20,9,24.96,189.23,0.92,0,1,1,0,1,1,162,52,4,17.59,58.20,1007.25,182177,0.2840,0.4680,0.4600
2025-09-08T07:16:55,51.789358,-3.971339,75.90,9,22.46,184.25,0.92,0,1,1,0,1,1,150,48,4,17.57,58.25,1007.28,182177,0.2840,0.4640,0.4500
2025-09-08T07:16:56,51.789299,-3.971327,75.00,9,23.04,174.03,0.92,0,1,1,0,1,1,150,48,4,17.56,58.32,1007.31,180796,0.2840,0.4840,0.4380
2025-09-08T07:16:57,51.789240,-3.971327,74.60,8,23.93,181.35,0.93,1,1,1,1,1,1,168,54,4,17.55,58.37,1007.34,180992,0.2840,0.4740,0.4240
2025-09-08T07:16:58,51.789177,-3.971335,74.10,8,24.22,186.24,1.52,0,0,0,0,0,0,162,52,2,17.54,58.47,1007.35,181979,0.2840,0.4780,0.4340
