timestamp,latitude,longitude,altitude,satellites,speed,heading,hdop,pm1_standard,pm25_standard,pm10_standard,particles_03um,particles_05um,particles_10um,particles_25um,particles_50um,particles_100um,bme_temperature_c,bme_humidity_percent,bme_pressure_hpa,bme_gas_resistance_ohms,no2_voltage_v,co_voltage_v,h2s_voltage_v
2025-09-15T07:21:26,51.785511,-3.966562,104.90,6,29.59,111.38,1.39,0,1,3,0,1,3,240,72,16,18.86,63.59,992.51,146897,0.2840,0.5720,0.5260
2025-09-15T07:21:27,51.785452,-3.966464,105.20,6,32.95,133.42,1.39,0,1,3,0,1,3,222,66,16,18.86,63.56,992.38,147156,0.2840,0.5360,0.5160
2025-09-15T07:21:28,51.785388,-3.966369,106.20,5,34.45,137.51,1.50,0,1,3,0,1,3,210,62,14,18.85,63.55,992.28,146510,0.2840,0.5380,0.5180
2025-09-15T07:21:29,51.785328,-3.966279,103.70,6,30.08,134.49,1.39,0,1,3,0,1,3,210,62,14,18.85,63.56,992.19,146510,0.2840,0.5220,0.5180
2025-09-15T07:21:30,51.785236,-3.966213,100.20,6,32.91,145.22,1.39,0,1,2,0,1,2,198,58,12,18.85,63.57,992.10,148333,0.2840,0.5300,0.5360
2025-09-15T07:21:31,51.785157,-3.966141,99.90,6,35.30,146.21,1.39,0,1,2,0,1,2,198,58,12,18.85,63.62,992.02,147285,0.2840,0.5360,0.5280
2025-09-15T07:21:32,51.785064,-3.966062,100.80,6,38.06,146.54,1.39,0,1,2,0,1,2,192,56,12,18.85,63.64,991.94,146638,0.2840,0.5220,0.5200
2025-09-15T07:21:33,51.784977,-3.965982,102.30,6,38.41,148.57,1.39,0,1,4,0,1,4,168,54,16,18.85,63.69,991.87,147416,0.2840,0.5440,0.5400
2025-09-15T07:21:34,51.784888,-3.965909,104.00,6,37.76,151.88,1.39,0,1,4,0,1,4,168,54,16,18.85,63.71,991.79,148465,0.2840,0.5300,0.5360
2025-09-15T07:21:35,51.784802,-3.965852,105.00,6,36.65,158.19,1.39,0,1,4,0,1,4,162,50,12,18.84,63.72,991.72,147938,0.2840,0.5460,0.5280
2025-09-15T07:21:36,51.784715,-3.965821,105.70,6,35.69,170.43,1.39,0,1,4,0,1,4,162,50,12,18.84,63.73,991.64,147416,0.2840,0.5280,0.5340
2025-09-15T07:21:37,51.784634,-3.965822,105.40,6,32.48,186.24,1.39,0,1,4,0,1,4,138,44,10,18.84,63.72,991.55,147416,0.2840,0.5180,0.5280
2025-09-15T07:21:38,51.784556,-3.965866,106.40,6,31.60,205.43,1.39,0,1,4,0,1,4,126,40,10,18.84,63.71,991.47,147938,0.2840,0.5460,0.5200
2025-09-15T07:21:39,51.784494,-3.965939,107.20,6,29.74,220.75,1.39,0,1,4,0,1,4,126,40,10,18.84,63.73,991.38,147938,0.2840,0.5320,0.5360
2025-09-15T07:21:40,51.784452,-3.966051,107.90,6,33.15,241.35,1.39,0,0,3,0,0,3,126,40,6,18.84,63.77,991.29,148070,0.2840,0.5240,0.5240
2025-09-15T07:21:41,51.784421,-3.966185,108.60,6,35.35,252.98,1.39,0,0,3,0,0,3,126,40,6,18.84,63.80,991.19,148862,0.2840,0.5300,0.4940
2025-09-15T07:21:42,51.784411,-3.966310,108.40,6,30.84,266.54,1.39,0,0,2,0,0,2,126,40,6,18.84,63.85,991.09,149529,0.2840,0.5180,0.5200
2025-09-15T07:21:43,51.784385,-3.966456,108.80,6,36.41,255.39,1.39,0,1,2,0,1,2,180,56,8,18.83,63.88,991.00,148995,0.2840,0.5140,0.5100
2025-09-15T07:21:44,51.784361,-3.966613,109.60,6,38.39,259.40,1.39,0,1,2,0,1,2,180,56,8,18.83,63.90,990.90,149395,0.2840,0.5180,0.5140
2025-09-15T07:21:45,51.784338,-3.966788,111.70,6,41.08,260.19,1.39,0,1,2,0,1,2,168,52,8,18.83,63.90,990.82,149395,0.2840,0.5440,0.5120
2025-09-15T07:21:46,51.784315,-3.966967,113.20,6,42.34,259.97,1.39,0,1,2,0,1,2,168,52,8,18.83,63.91,990.72,149529,0.2840,0.5160,0.5160
