timestamp,latitude,longitude,altitude,satellites,speed,heading,hdop,pm1_standard,pm25_standard,pm10_standard,particles_03um,particles_05um,particles_10um,particles_25um,particles_50um,particles_100um,bme_temperature_c,bme_humidity_percent,bme_pressure_hpa,bme_gas_resistance_ohms,no2_voltage_v,co_voltage_v,h2s_voltage_v
2025-09-08T12:08:35,51.680100,-3.933648,80.70,8,71.51,267.04,1.01,0,0,1,0,0,1,210,68,6,30.37,42.27,1008.89,111472,0.2840,0.6260,0.5140
2025-09-08T12:08:36,51.680087,-3.933935,80.30,8,71.99,266.44,1.01,0,0,1,0,0,1,198,64,4,30.37,42.28,1008.83,111101,0.2840,0.6340,0.5360
2025-09-08T12:08:37,51.680073,-3.934224,80.70,8,72.45,265.68,1.01,0,0,1,0,0,1,198,64,4,30.36,42.35,1008.76,111027,0.2840,0.6200,0.5180
2025-09-08T12:08:38,51.680057,-3.934513,80.90,8,72.10,265.23,1.01,0,0,1,0,0,1,234,76,8,30.35,42.40,1008.69,111472,0.2840,0.6340,0.5180
2025-09-08T12:08:39,51.680040,-3.934806,81.50,8,73.69,264.50,1.01,0,0,1,0,0,1,234,76,8,30.35,42.42,1008.53,111472,0.2840,0.6460,0.5240
2025-09-08T12:08:40,51.680021,-3.935100,81.90,8,74.34,264.02,1.01,0,0,1,0,0,1,276,90,8,30.34,42.43,1008.46,110954,0.2840,0.6160,0.5360
2025-09-08T12:08:41,51.679999,-3.935398,82.50,7,74.84,262.89,1.11,0,0,1,0,0,1,276,90,8,30.33,42.47,1008.41,110880,0.2840,0.6200,0.5400
2025-09-08T12:08:42,51.679975,-3.935694,81.70,9,75.51,263.00,0.99,0,0,1,0,0,1,276,90,8,30.32,42.49,1008.35,111324,0.2840,0.6220,0.5100
2025-09-08T12:08:43,51.679947,-3.935992,81.00,10,75.36,261.13,0.90,0,0,1,0,0,1,282,92,8,30.31,42.53,1008.30,111696,0.2840,0.6160,0.5260
2025-09-08T12:08:44,51.679918,-3.936289,80.90,9,75.15,260.43,0.97,0,0,1,0,0,1,282,92,8,30.30,42.55,1008.23,111250,0.2840,0.6260,0.5380
2025-09-08T12:08:45,51.679887,-3.936585,81.60,9,75.14,259.39,1.02,0,0,0,0,0,0,270,88,6,30.30,42.55,1008.17,111250,0.2840,0.6260,0.5160
2025-09-08T12:08:46,51.679850,-3.936880,81.70,8,74.78,258.40,1.02,0,0,0,0,0,0,270,88,6,30.29,42.53,1008.11,111771,0.2840,0.6000,0.5360
2025-09-08T12:08:47,51.679813,-3.937173,82.00,8,74.27,257.97,1.02,0,0,0,0,0,0,288,94,6,30.28,42.48,1008.05,111846,0.2840,0.6220,0.5360
2025-09-08T12:08:48,51.679775,-3.937463,82.80,8,73.77,257.61,1.02,0,0,0,0,0,0,282,90,6,30.27,42.47,1007.99,111996,0.2840,0.6260,0.5240
2025-09-08T12:08:49,51.679734,-3.937751,83.50,8,73.30,256.52,1.02,0,0,0,0,0,0,282,90,6,30.27,42.48,1007.94,111101,0.2840,0.6160,0.5280
2025-09-08T12:08:50,51.679689,-3.938036,83.70,8,73.14,255.88,1.02,0,0,0,0,0,0,294,92,6,30.26,42.49,1007.89,111398,0.2840,0.6140,0.5220
2025-09-08T12:08:51,51.679640,-3.938319,83.10,8,73.08,254.73,1.02,0,0,0,0,0,0,294,92,6,30.25,42.48,1007.84,112147,0.2840,0.6340,0.5300
2025-09-08T12:08:52,51.679589,-3.938599,82.90,9,72.89,254.27,0.97,0,0,0,0,0,0,294,92,4,30.24,42.47,1007.78,111996,0.2840,0.6240,0.5340
2025-09-08T12:08:53,51.679539,-3.938881,82.90,9,73.21,253.67,0.97,0,0,0,0,0,0,318,100,4,30.24,42.46,1007.70,112298,0.2840,0.6240,0.5280
2025-09-08T12:08:54,51.679485,-3.939162,83.30,9,73.49,252.85,1.02,0,0,0,0,0,0,318,100,4,30.23,42.46,1007.63,112601,0.2840,0.6140,0.5160
2025-09-08T12:08:55,51.679428,-3.939443,83.60,10,73.75,252.00,0.90,0,0,0,0,0,0,294,92,2,30.22,42.47,1007.59,112298,0.2840,0.6180,0.5260
2025-09-08T12:08:56,51.679367,-3.939724,83.60,9,74.04,250.92,0.97,0,0,0,0,0,0,294,92,2,30.22,42.45,1007.54,111846,0.2840,0.6180,0.5240
2025-09-08T12:08:57,51.679306,-3.940004,84.20,9,74.36,250.22,0.97,0,0,0,0,0,0,264,82,4,30.21,42.42,1007.49,112601,0.2840,0.5980,0.5180
2025-09-08T12:08:58,51.679242,-3.940283,84.80,9,74.54,249.63,0.97,0,0,0,0,0,0,300,94,4,30.20,42.40,1007.45,113212,0.2840,0.6180,0.5300
2025-09-08T12:08:59,51.679178,-3.940562,85.50,9,74.38,249.17,0.97,0,0,0,0,0,0,300,94,4,30.19,42.35,1007.40,112601,0.2840,0.5980,0.5220
2025-09-08T12:09:00,51.679111,-3.940840,86.00,9,74.43,248.55,0.97,0,0,0,0,0,0,300,94,4,30.18,42.31,1007.32,113366,0.2840,0.5960,0.5220
2025-09-08T12:09:01,51.679041,-3.941119,86.30,9,74.82,247.93,0.97,0,0,0,0,0,0,300,94,4,30.17,42.26,1007.23,113135,0.2840,0.5900,0.5180
2025-09-08T12:09:02,51.678970,-3.941395,86.80,9,74.69,247.22,0.97,0,0,0,0,0,0,318,100,6,30.16,42.21,1007.15,113212,0.2840,0.6060,0.5420
2025-09-08T12:09:03,51.678897,-3.941667,87.80,9,74.28,245.95,0.97,0,0,0,0,0,0,318,100,6,30.15,42.19,1007.10,113752,0.2840,0.5940,0.5320
2025-09-08T12:09:04,51.678820,-3.941940,88.30,9,74.47,245.44,0.97,0,0,0,0,0,0,282,90,8,30.14,42.17,1007.06,113830,0.2840,0.6020,0.5460
2025-09-08T12:09:05,51.678743,-3.942210,88.90,9,74.08,245.12,0.97,0,0,0,0,0,0,282,92,8,30.13,42.12,1007.03,113830,0.2840,0.5920,0.5280
2025-09-08T12:09:06,51.678661,-3.942477,88.80,9,74.39,243.95,0.97,0,0,0,0,0,0,282,92,8,30.12,42.07,1007.00,113830,0.2840,0.5900,0.5180
2025-09-08T12:09:07,51.678578,-3.942743,89.40,9,74.08,243.05,0.97,0,0,0,0,0,0,258,86,8,30.12,42.02,1006.97,114769,0.2840,0.5940,0.5180
2025-09-08T12:09:08,51.678494,-3.943001,89.60,9,72.28,242.42,0.97,0,0,0,0,0,0,258,86,8,30.11,42.02,1006.93,113907,0.2840,0.5980,0.5200
